region_id,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6111,385,608,1078,1166,1312,1065,253,19,4,5890,0,6,10,11,13,15,4,0,0,59,5,12,33,21,13,7,0,0,0,91,10,27,30,48,68,33,8,0,0,224,0,0,3,3,6,3,4,0,0,19,3,14,39,36,26,17,4,0,0,139,4,17,33,32,42,28,4,0,0,160,144,91,106,118,150,85,14,0,0,708,81,49,42,33,41,27,3,0,0,276,6,16,38,32,41,33,3,0,0,169,6,0,8,10,4,9,0,0,0,37,0,11,27,30,22,13,3,0,0,106,4,9,19,12,17,24,3,3,0,91,12,33,65,67,62,40,8,0,0,287,4,13,28,35,36,25,5,0,0,146,6,24,75,85,100,69,4,0,0,363,10,22,69,141,199,168,16,3,0,628,29,84,132,186,275,261,29,3,0,999,13,11,17,10,16,3,0,0,0,70,22,21,32,38,44,30,3,0,0,190
POA6112,685,1173,2813,2231,2014,1313,255,25,0,10509,0,3,10,16,12,13,5,0,0,59,5,24,67,29,21,8,0,0,0,154,23,59,110,101,95,66,11,3,0,468,3,0,24,19,14,13,0,0,0,73,9,40,83,63,68,27,7,0,0,297,16,36,93,76,71,29,4,0,0,325,241,227,268,259,237,126,7,0,0,1365,168,113,112,94,71,40,6,0,0,604,5,44,88,65,66,44,4,0,0,316,7,7,29,12,16,11,0,0,0,82,4,41,88,48,49,21,0,0,0,251,14,29,49,43,47,10,0,0,0,192,14,42,151,92,72,43,6,3,0,423,16,38,50,62,75,40,0,0,0,281,10,38,132,107,125,57,5,0,0,474,16,58,214,237,226,151,12,0,0,914,64,179,348,327,417,295,27,0,0,1657,18,14,23,12,10,8,0,0,0,85,42,45,77,58,50,39,5,0,0,316
POA6121,60,65,79,190,223,124,21,0,5,767,0,0,0,4,10,6,0,0,0,20,0,3,3,4,3,3,0,0,0,16,4,6,8,11,22,6,0,0,0,57,0,0,0,3,5,0,0,0,0,8,0,0,3,18,7,7,0,0,0,35,0,0,3,4,6,9,0,0,0,22,19,10,8,18,17,12,3,0,0,87,13,5,4,0,3,5,0,0,0,30,0,4,3,8,9,3,0,0,0,27,0,0,0,0,3,0,0,0,0,3,0,0,7,4,4,0,0,0,0,15,0,3,3,4,6,4,0,0,0,20,0,3,3,9,9,4,0,0,0,28,0,3,3,7,9,4,0,0,0,26,5,4,0,14,14,0,0,0,0,37,3,5,13,21,19,9,6,0,0,76,11,9,10,22,28,13,4,0,0,97,3,0,5,6,4,4,0,0,0,22,3,0,4,8,6,6,0,0,0,27
POA6122,196,269,590,622,524,348,62,0,4,2615,3,3,3,5,10,4,3,0,0,31,0,5,5,14,9,7,0,0,0,40,13,17,16,25,34,4,3,0,0,112,0,3,5,0,0,0,0,0,0,8,5,11,24,20,24,13,0,0,0,97,5,11,18,15,14,10,0,0,0,73,71,40,65,80,57,26,0,0,0,339,42,27,18,22,15,8,0,0,0,132,3,6,10,20,16,10,0,0,0,65,8,0,0,5,0,0,0,0,0,13,3,6,23,18,19,3,0,0,0,72,3,14,9,12,5,7,0,0,0,50,3,16,23,34,29,14,3,0,0,122,5,11,14,13,12,8,0,0,0,63,0,10,39,37,26,21,0,0,0,133,4,15,48,58,70,31,0,0,0,226,19,42,67,80,89,66,9,0,0,372,0,4,7,9,6,0,0,0,0,26,12,13,28,20,23,10,0,0,0,106
POA6123,33,36,57,93,86,64,10,0,0,379,3,0,0,3,0,3,0,0,0,9,0,3,3,0,3,0,0,0,0,9,3,0,4,9,3,3,0,0,0,22,0,3,0,0,3,3,0,0,0,9,3,0,5,0,3,0,0,0,0,11,3,0,0,3,3,0,0,0,0,9,13,8,0,10,8,8,0,0,0,47,4,3,3,7,0,3,0,0,0,20,0,3,0,5,6,4,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,0,3,3,11,3,3,0,0,0,23,0,0,0,0,0,3,0,0,0,3,0,0,3,3,8,3,0,0,0,17,0,0,5,9,3,11,0,0,0,28,3,3,3,9,26,4,0,0,0,48,0,0,3,3,0,3,0,0,0,9,0,3,5,7,5,0,0,0,0,20
POA6124,20,14,39,70,73,49,14,6,0,285,3,0,0,3,3,3,0,0,0,12,0,0,3,5,0,0,0,0,0,8,0,0,3,3,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,6,9,7,3,3,0,0,32,3,4,0,5,0,3,0,0,0,15,0,0,0,7,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,7,10,3,0,0,0,20,0,0,0,15,9,3,0,0,0,27,3,4,6,9,7,4,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,13
POA6125,44,61,75,188,186,137,35,9,0,735,3,3,6,11,18,10,10,0,0,61,0,0,5,0,4,0,0,0,0,9,0,0,3,11,6,3,0,0,0,23,0,0,3,4,0,0,0,0,0,7,0,0,0,12,8,0,0,0,0,20,3,0,0,6,7,0,3,0,0,19,9,6,8,19,14,10,0,0,0,66,10,0,0,6,8,3,0,0,0,27,3,0,0,3,6,8,3,0,0,23,3,0,0,3,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,9,0,0,0,5,4,4,0,0,0,13,0,5,7,4,11,8,0,0,0,35,0,0,4,3,3,4,0,0,0,14,0,7,5,6,9,7,0,0,0,34,0,3,10,19,22,15,3,0,0,72,3,5,11,18,23,18,0,0,0,78,4,4,4,3,5,0,3,0,0,23,0,0,9,9,8,0,0,0,3,29
POA6126,0,4,9,6,20,17,0,4,0,60,0,0,0,3,3,3,3,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
POA6147,203,478,1035,892,710,615,115,5,0,4053,3,0,4,3,3,3,0,0,0,16,0,5,27,18,7,3,0,0,0,60,5,16,50,36,50,33,0,0,0,190,0,3,10,5,3,3,0,0,0,24,0,12,24,19,32,6,0,0,0,93,5,8,23,26,32,18,6,0,0,118,60,89,68,60,84,55,9,0,0,425,44,43,48,39,47,27,0,0,0,248,3,17,33,29,30,11,0,0,0,123,3,7,3,3,3,3,0,0,0,22,0,21,40,27,22,16,0,4,0,130,3,6,15,14,4,8,0,0,0,50,3,23,68,31,33,19,7,0,0,184,10,11,26,30,25,23,0,0,0,125,3,21,65,38,62,49,7,0,0,245,3,20,79,81,109,70,7,0,0,369,15,43,133,124,162,142,20,0,0,639,3,10,5,12,6,7,0,0,0,43,11,14,23,26,37,18,3,0,0,132
POA6148,278,495,833,894,1036,784,201,20,0,4541,0,0,0,0,3,0,0,0,0,3,3,14,24,22,15,9,3,0,0,90,9,13,20,45,47,29,3,4,0,170,0,0,4,0,3,3,4,3,0,17,4,10,17,32,24,11,3,0,0,101,7,9,13,34,33,23,10,0,0,129,94,86,59,69,84,62,3,0,0,457,68,53,22,34,40,21,0,0,0,238,4,21,17,19,21,14,0,0,0,96,6,7,13,4,10,4,0,0,0,44,0,9,39,21,39,16,3,0,0,127,4,8,16,19,14,19,4,0,0,84,12,46,83,70,66,31,7,0,0,315,3,10,19,27,27,23,3,0,0,112,11,11,51,62,80,57,5,0,0,277,10,44,92,119,177,144,36,0,0,622,12,72,106,147,230,165,19,0,0,751,12,22,15,8,6,7,4,0,0,74,9,20,12,35,31,18,7,0,0,132
POA6149,382,648,764,908,1252,1175,211,16,0,5356,0,0,0,3,3,3,0,0,0,9,0,11,27,28,29,18,0,0,0,113,24,18,20,28,57,29,4,0,0,180,0,5,13,10,14,0,0,0,0,42,3,13,19,25,31,23,4,0,0,118,8,20,26,15,48,31,3,3,0,154,150,111,56,57,91,87,6,0,0,558,79,54,30,20,39,29,7,0,0,258,3,14,8,14,15,16,0,0,0,70,11,7,8,4,14,10,3,0,0,57,4,12,26,46,49,32,3,0,0,172,7,8,7,19,15,19,0,0,0,75,12,58,102,97,95,52,8,0,0,424,0,18,24,27,21,21,0,0,0,111,0,24,53,41,92,76,4,0,0,290,22,50,64,149,322,227,17,0,0,851,20,102,122,174,285,255,38,0,0,996,13,16,11,11,12,17,0,0,0,80,18,21,20,34,52,29,4,0,0,178
POA6150,260,489,559,543,786,681,168,11,0,3497,3,3,0,3,3,0,0,0,0,12,3,9,19,13,13,3,0,0,0,60,14,17,15,20,33,18,3,0,0,120,0,3,4,6,7,3,0,0,0,23,3,9,13,14,19,12,3,0,0,73,5,11,8,22,22,11,0,0,0,79,107,76,27,35,58,49,3,0,0,355,89,81,33,26,36,27,3,0,0,295,0,9,6,8,14,11,0,0,0,48,8,3,5,3,4,8,0,3,0,34,3,13,26,15,29,25,3,0,0,114,3,3,8,12,15,6,4,0,0,51,15,62,51,52,55,39,8,0,0,282,3,16,16,9,11,15,0,0,0,70,6,24,31,38,55,38,0,0,0,192,7,43,52,110,194,108,11,3,0,528,18,60,67,100,181,121,22,0,0,569,11,14,8,3,7,6,0,0,0,49,0,19,11,13,25,15,0,3,0,86
POA6151,182,469,1187,971,963,785,221,24,0,4802,0,3,3,0,0,3,4,0,0,13,3,11,60,40,30,11,0,0,0,155,10,15,31,30,25,18,8,0,0,137,0,0,16,7,8,3,0,0,0,34,5,9,30,26,22,23,3,0,0,118,0,14,21,22,13,14,0,0,0,84,64,107,58,47,54,50,7,0,0,387,48,83,50,34,29,18,5,0,0,267,3,13,21,13,10,11,0,0,0,71,3,9,10,7,4,10,0,0,0,43,3,18,46,35,36,18,5,0,0,161,3,13,26,16,29,21,3,0,3,114,5,57,183,104,103,60,16,3,0,531,3,16,36,28,27,20,3,0,0,133,3,23,56,51,75,45,3,0,0,256,4,37,111,115,148,127,23,0,0,565,13,72,156,148,167,137,22,0,0,715,5,14,13,18,15,14,7,0,0,86,3,19,19,24,27,26,6,0,0,124
POA6152,309,857,1695,1186,1161,1002,208,27,0,6445,4,3,3,3,3,3,0,3,0,22,0,17,108,54,38,16,5,0,0,238,11,18,42,32,35,38,5,4,0,185,0,5,17,11,12,0,0,0,0,45,9,16,42,49,32,19,5,0,0,172,5,16,25,25,30,20,6,4,0,131,113,149,102,54,86,71,9,0,0,584,122,129,100,28,47,32,3,0,0,461,4,16,23,34,23,14,4,0,0,118,3,9,19,13,7,7,5,0,0,63,0,36,86,49,54,29,6,0,0,260,12,20,21,29,32,33,5,0,3,155,8,97,205,139,118,62,10,0,0,639,6,30,44,38,31,30,10,0,0,189,3,34,79,74,88,65,13,0,0,356,11,72,179,159,241,177,23,0,0,862,31,137,294,165,251,205,39,3,0,1125,6,25,24,17,17,10,3,0,0,102,13,36,49,29,40,27,4,3,0,201
POA6153,231,471,885,952,1154,962,278,38,7,4978,3,0,0,7,3,6,4,0,0,23,3,9,49,43,42,17,0,0,0,163,16,14,31,29,35,21,4,0,0,150,0,4,7,6,14,4,0,0,0,35,3,16,35,40,42,25,3,0,0,164,3,14,15,37,32,28,3,0,0,132,111,92,65,58,101,65,11,7,0,510,86,87,37,23,38,26,5,0,0,302,5,6,11,19,19,12,4,0,0,76,3,9,12,17,5,9,0,0,0,55,3,15,25,38,35,32,6,0,0,154,8,6,17,31,36,29,9,5,0,141,10,62,121,99,126,78,15,0,0,511,3,11,24,20,30,25,4,0,0,117,3,15,54,52,62,58,7,0,0,251,17,39,86,124,176,162,26,4,0,634,21,92,135,154,233,179,34,3,0,851,6,14,8,3,17,3,4,0,0,55,5,28,31,29,21,23,5,0,0,142
POA6154,147,224,415,550,548,370,115,13,0,2382,0,0,0,3,4,0,0,0,0,7,0,4,17,11,17,6,0,0,0,55,8,0,15,20,19,12,3,3,0,80,0,0,6,4,3,0,0,0,0,13,0,5,10,23,18,5,5,0,0,66,0,3,10,14,13,4,0,0,0,44,67,39,35,38,47,29,4,0,0,259,35,26,24,15,25,4,5,0,0,134,0,4,7,11,12,10,0,0,0,44,10,7,7,3,3,8,0,0,0,38,0,4,20,18,12,9,6,0,0,69,5,0,8,14,9,11,0,0,0,47,3,24,48,67,40,24,5,0,0,211,3,4,8,16,17,10,3,0,0,61,0,17,26,36,39,14,4,0,0,136,7,18,42,95,121,64,8,3,0,358,8,29,50,96,142,80,21,3,0,429,8,12,6,9,5,8,0,0,0,48,8,4,13,7,16,15,4,0,0,67
POA6155,892,1356,2524,3114,3136,2068,397,22,0,13509,0,3,5,11,3,5,0,3,0,30,3,28,77,61,45,14,0,0,0,228,42,46,91,157,172,90,13,0,0,611,5,8,30,24,27,5,6,0,0,105,14,27,71,99,83,41,6,0,0,341,16,33,68,100,89,69,4,0,0,379,342,234,238,266,309,183,16,0,0,1588,239,147,96,115,117,61,0,0,0,775,8,49,66,78,76,42,9,0,0,328,13,26,23,26,22,11,0,0,0,121,12,56,103,114,124,42,5,0,0,456,20,20,21,64,48,24,3,3,0,203,20,118,239,204,170,111,14,0,0,876,14,39,67,94,74,43,3,0,0,334,12,47,161,183,237,128,16,0,0,784,25,92,241,431,541,276,26,0,0,1632,61,180,345,511,594,350,36,0,0,2077,27,37,33,22,26,12,0,0,0,157,50,64,63,97,100,55,16,0,0,445
POA6156,236,342,737,1099,892,535,139,39,0,4019,0,0,0,3,3,3,0,0,0,9,0,9,37,34,14,7,0,0,0,101,9,10,19,45,30,20,0,0,0,133,0,0,0,3,4,0,0,0,0,7,0,6,27,37,45,16,3,3,0,137,4,7,18,23,17,7,0,0,0,76,89,60,59,80,79,35,8,0,0,410,71,37,40,33,18,16,4,0,0,219,3,8,14,22,17,17,0,0,0,81,5,8,9,10,5,6,4,0,0,47,3,10,28,34,37,18,0,0,0,130,0,12,9,15,26,16,10,0,3,91,3,35,84,76,57,29,13,0,0,297,3,9,20,39,20,18,3,0,0,112,5,7,51,55,70,34,5,3,0,230,11,35,90,193,178,96,17,0,0,620,19,34,144,157,212,111,32,0,0,709,4,7,17,11,10,10,0,0,0,59,6,20,28,31,24,11,4,0,0,124
POA6157,152,251,727,795,784,522,145,14,0,3390,0,0,0,0,0,0,0,0,0,0,0,7,38,35,13,8,0,0,0,101,12,4,18,24,34,28,3,0,0,123,0,4,0,9,0,3,0,0,0,16,3,0,20,29,25,10,0,0,0,87,3,5,23,25,16,13,0,0,0,85,66,59,44,58,61,36,6,0,0,330,46,41,46,23,25,13,0,0,0,194,7,9,8,11,15,16,3,0,0,69,0,3,14,7,4,9,5,0,0,42,0,3,29,28,24,16,0,0,0,100,3,5,16,10,18,15,3,0,0,70,4,23,75,68,54,27,11,0,0,262,0,8,28,19,29,17,4,0,0,105,5,16,57,58,47,45,3,0,0,231,10,16,95,157,189,100,19,3,0,589,7,53,133,151,216,160,20,3,0,743,4,3,9,12,5,3,0,0,0,36,5,9,30,27,14,11,5,0,0,101
POA6158,82,128,253,415,487,373,75,9,0,1822,0,0,0,0,3,0,3,0,0,6,0,4,11,16,7,4,0,0,0,42,6,6,6,14,8,8,0,0,0,48,0,0,0,3,3,3,0,0,0,9,0,0,6,10,13,4,3,0,0,36,3,8,11,14,8,4,0,0,0,48,38,27,16,24,40,26,6,0,0,177,32,27,14,7,13,15,3,0,0,111,0,4,5,10,3,3,0,0,0,25,0,3,3,6,11,3,0,0,0,26,0,3,11,11,14,3,0,0,0,42,3,0,3,7,4,11,4,0,0,32,3,25,35,57,39,18,4,0,0,181,0,5,16,9,7,7,0,0,0,44,0,3,18,14,49,19,3,0,0,106,0,14,37,69,135,89,12,0,0,356,6,22,50,73,112,65,12,0,0,340,0,6,5,3,17,5,0,0,0,36,4,0,6,16,8,6,0,0,0,40
POA6159,13,41,184,161,130,140,61,4,0,734,0,0,0,3,0,0,0,0,0,3,0,0,8,10,6,0,0,0,0,24,0,0,4,4,4,7,3,0,0,22,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,10,0,0,4,7,6,7,0,0,0,24,6,5,15,4,7,15,3,0,0,55,6,10,8,10,3,3,0,0,0,40,0,3,3,0,0,3,0,0,0,9,0,0,4,5,0,0,0,0,0,9,0,3,9,5,3,3,3,0,0,26,3,0,3,0,3,0,3,0,0,12,3,3,24,21,18,6,3,0,0,78,0,4,10,5,5,8,0,0,0,32,0,0,10,7,15,7,3,0,0,42,0,6,20,17,20,29,3,0,0,95,3,12,30,23,26,22,3,0,0,119,0,4,3,3,0,3,0,0,0,13,0,5,3,4,4,4,3,0,0,23
POA6160,63,199,560,448,397,358,90,7,3,2125,0,0,0,0,0,4,3,0,0,7,0,5,28,18,9,0,0,0,0,60,3,3,17,14,25,9,3,0,0,74,0,4,3,4,0,0,0,0,0,11,3,4,11,13,7,8,0,0,0,46,3,3,14,8,3,3,3,0,0,37,29,44,42,23,38,21,8,0,0,205,26,51,53,20,17,16,4,6,0,193,0,4,11,8,6,0,0,0,0,29,3,3,3,8,6,6,0,0,0,29,4,4,10,0,0,5,0,0,0,23,3,4,10,9,3,3,3,0,0,35,4,18,65,55,31,29,4,0,0,206,0,4,22,9,16,6,3,0,0,60,0,10,41,21,36,18,3,0,0,129,4,12,49,58,92,71,9,0,0,295,4,35,131,82,115,87,9,3,0,466,0,4,5,6,10,10,3,0,0,38,3,6,14,10,8,5,3,0,0,49
POA6161,0,6,15,14,4,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,6,8,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,103,184,510,623,622,431,107,13,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,29,15,4,3,0,0,0,51,5,5,20,23,17,23,0,0,0,93,0,0,5,0,0,0,0,0,0,5,3,6,10,15,11,15,0,0,0,60,0,4,11,14,10,9,0,0,0,48,39,42,46,54,48,20,4,3,0,256,31,48,35,25,14,14,3,0,0,170,0,4,12,11,13,3,0,0,0,43,5,5,7,4,8,0,0,0,0,29,0,8,9,17,9,5,0,0,0,48,0,3,6,8,7,7,0,0,0,31,0,14,48,69,47,32,5,0,0,215,3,3,31,9,21,17,0,0,0,84,3,9,22,56,47,29,0,0,0,166,3,9,54,98,120,102,18,3,0,407,8,37,83,130,154,121,14,0,0,547,0,7,11,16,18,13,0,0,0,65,5,10,12,24,22,9,3,0,0,85
POA6163,642,1242,2506,2784,2617,1838,387,26,0,12042,0,5,5,3,8,6,4,3,0,34,0,13,69,47,24,9,4,0,0,166,24,41,90,126,127,68,12,0,0,488,0,7,12,21,18,3,0,0,0,61,5,25,68,75,73,30,3,0,0,279,10,27,50,70,72,44,9,0,0,282,247,255,229,255,296,184,24,3,0,1493,176,153,142,82,109,51,6,0,4,723,5,30,52,85,64,41,5,3,0,285,7,10,15,20,18,11,4,0,0,85,3,26,72,62,58,39,6,0,0,266,10,18,51,34,33,18,4,0,0,168,14,84,204,170,127,58,11,0,0,668,13,40,60,83,96,59,9,0,0,360,11,34,157,176,179,84,18,0,0,659,25,103,270,371,471,257,27,0,0,1524,52,194,388,463,600,457,60,0,0,2214,15,24,38,26,33,17,5,0,0,158,35,72,95,80,106,57,13,0,0,458
POA6164,766,1244,3913,3726,2548,1382,249,12,0,13840,0,0,25,21,7,5,0,0,0,58,6,32,126,70,35,17,0,0,0,286,35,46,179,198,142,62,8,5,0,675,0,13,22,23,21,9,0,0,0,88,12,52,137,138,84,27,0,0,0,450,13,32,92,109,80,31,3,0,0,360,286,240,324,349,272,124,18,0,0,1613,195,126,124,116,94,41,4,0,0,700,17,47,87,99,73,26,3,0,0,352,8,18,27,11,5,9,3,0,0,81,8,69,178,119,58,25,0,0,0,457,4,56,59,48,41,24,6,0,0,238,18,81,291,188,84,39,6,0,0,707,12,43,124,108,92,53,9,0,0,441,17,62,222,168,157,83,9,0,0,718,17,52,342,457,304,155,11,0,0,1338,59,183,563,545,562,276,33,0,0,2221,15,30,43,41,19,10,3,0,0,161,47,79,110,127,63,36,9,0,0,471
POA6165,6,3,0,7,4,8,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
