region_id,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
POA6166,184,198,322,511,600,386,99,9,0,2309,0,3,0,6,6,6,5,3,0,29,0,0,3,6,10,7,0,0,0,26,15,8,19,29,31,25,3,0,0,130,0,0,3,0,0,0,0,0,0,3,0,7,6,16,27,7,3,0,0,66,3,5,12,21,16,15,4,0,0,76,73,34,41,54,74,43,7,0,0,326,32,15,10,10,23,10,0,0,0,100,3,5,5,8,14,3,6,0,0,44,0,8,6,0,0,0,0,0,0,14,0,6,13,18,12,6,0,0,0,55,4,4,3,14,15,5,0,0,0,45,5,14,19,27,25,20,0,0,0,110,0,6,6,16,20,9,0,0,0,57,4,4,18,27,31,19,0,0,0,103,8,16,33,65,84,43,5,0,0,254,13,19,44,86,102,58,6,3,0,331,5,3,0,5,3,4,0,0,0,20,15,14,9,33,25,7,0,0,0,103
POA6167,296,516,1487,1259,982,577,108,12,0,5237,0,5,8,13,15,7,0,0,0,48,3,13,23,24,15,4,0,0,0,82,3,15,61,68,40,20,3,0,0,210,0,6,10,5,6,3,0,0,0,30,9,25,46,32,26,13,0,0,0,151,0,19,53,39,34,22,3,0,0,170,105,91,177,149,112,60,3,0,0,697,69,55,69,59,36,16,0,0,0,304,4,18,39,33,30,19,0,0,0,143,6,13,17,3,4,0,0,0,0,43,0,25,55,20,10,10,0,0,0,120,5,7,33,19,12,9,0,0,0,85,6,18,83,40,27,14,0,0,0,188,6,25,64,43,45,27,3,0,0,213,3,14,80,55,52,28,3,0,0,235,3,20,110,120,97,52,11,0,0,413,31,78,201,178,187,132,20,0,0,827,6,5,14,8,9,3,0,0,0,45,17,24,46,37,18,11,5,0,0,158
POA6168,368,690,1169,1134,1247,873,173,9,0,5663,0,3,4,3,9,3,0,3,0,25,0,11,22,17,18,7,0,0,0,75,12,20,39,43,54,36,6,0,0,210,0,0,8,11,9,4,0,0,0,32,3,15,35,34,32,17,7,0,0,143,6,4,29,26,20,11,0,0,0,96,108,115,114,115,172,77,13,3,0,717,91,59,71,51,69,34,3,0,0,378,6,10,13,21,34,16,4,0,0,104,12,11,3,3,7,5,3,0,0,44,4,16,27,24,21,15,0,0,0,107,3,10,13,24,26,13,3,0,0,92,5,20,43,31,35,33,3,3,0,173,3,20,31,35,54,36,0,0,0,179,13,74,102,58,96,42,6,0,0,391,0,23,59,89,126,92,13,0,0,402,25,54,161,170,265,195,27,3,0,900,15,9,8,11,12,11,4,0,0,70,15,21,24,34,23,15,3,0,0,135
POA6169,662,917,1626,1833,2033,1213,222,14,0,8520,0,8,6,13,19,6,3,0,0,55,3,22,35,27,25,9,0,0,0,121,32,25,72,98,95,36,6,0,0,364,0,9,13,15,8,0,0,0,0,45,10,23,44,48,50,25,3,0,0,203,3,10,30,34,35,19,3,3,0,137,244,172,180,222,282,117,8,0,0,1225,169,111,88,83,70,40,6,0,0,567,9,17,27,37,42,32,3,0,0,167,6,10,8,10,10,5,0,0,0,49,4,29,48,44,34,17,0,0,0,176,11,22,20,30,35,21,3,0,0,142,4,35,73,65,51,36,5,0,0,269,9,32,55,76,76,48,4,0,0,300,8,53,102,134,125,74,4,3,0,503,12,29,120,211,305,144,22,3,0,846,55,119,201,274,439,234,28,0,0,1350,20,17,12,23,22,8,0,0,0,102,36,37,49,63,54,28,6,0,0,273
POA6170,119,199,455,423,358,171,35,0,0,1760,0,3,4,4,3,0,0,0,0,14,0,3,16,5,4,0,0,0,0,28,3,11,23,20,25,6,0,0,0,88,0,0,3,0,0,4,0,0,0,7,0,6,16,15,7,6,3,0,0,53,0,3,7,11,12,4,0,0,0,37,56,27,51,46,45,11,0,0,0,236,28,15,17,17,11,7,0,0,0,95,0,7,15,9,8,0,0,0,0,39,0,9,0,3,0,0,0,0,0,12,3,5,18,12,11,3,0,0,0,52,3,6,11,4,10,5,4,0,0,43,0,7,23,21,17,8,0,0,0,76,3,4,23,14,16,11,0,0,0,71,7,9,26,26,24,0,0,0,0,92,3,11,40,45,27,12,0,0,0,138,4,23,52,74,73,33,3,3,0,265,0,3,0,3,3,0,0,0,0,9,5,11,9,20,8,5,0,0,0,58
POA6171,250,497,1262,1176,852,401,75,3,0,4516,4,3,3,9,7,11,3,0,0,40,0,7,33,25,19,3,0,0,0,87,19,19,49,60,42,15,0,0,0,204,0,0,7,7,3,3,0,0,0,20,3,23,43,51,27,6,0,0,0,153,0,9,21,17,15,11,0,0,0,73,97,67,114,119,91,32,4,0,0,524,72,35,42,39,13,9,0,0,0,210,4,20,22,22,11,11,0,0,0,90,0,7,7,3,5,0,0,0,0,22,3,20,45,31,21,7,0,0,0,127,3,8,19,17,14,12,0,0,0,73,7,21,61,47,20,13,0,0,0,169,3,18,32,43,40,8,0,0,0,144,3,29,76,91,45,24,4,0,3,275,6,29,103,144,96,34,4,0,0,416,24,65,155,202,162,62,11,0,0,681,8,7,16,7,4,4,0,0,0,46,22,24,47,46,19,8,4,0,0,170
POA6172,310,370,679,982,782,327,56,0,0,3506,0,5,0,0,0,0,0,0,0,5,0,5,10,15,8,0,0,0,0,38,13,11,23,43,43,9,0,0,0,142,0,3,5,6,4,3,0,0,0,21,3,9,19,35,26,10,0,0,0,102,0,5,10,18,11,9,4,0,0,57,123,63,86,146,102,38,0,0,0,558,84,34,32,34,27,9,0,0,0,220,0,8,16,17,15,3,0,0,0,59,3,3,4,5,3,0,0,0,0,18,8,8,11,32,18,3,0,0,0,80,9,9,9,24,16,5,0,0,0,72,4,13,34,29,25,12,3,0,0,120,0,18,22,30,30,9,0,0,0,109,7,19,44,70,48,14,4,0,0,206,3,16,39,124,86,33,0,0,0,301,16,58,94,142,177,61,12,0,0,560,14,0,11,10,12,0,0,0,0,47,14,19,15,28,18,0,0,0,0,94
POA6173,240,258,586,936,645,201,23,3,0,2892,0,0,0,4,0,0,0,0,0,4,0,13,23,15,7,0,0,0,0,58,9,3,18,45,23,0,0,0,0,98,0,0,0,5,0,0,0,0,0,5,4,10,22,33,18,6,0,0,0,93,0,7,8,20,9,3,3,0,0,50,85,32,57,115,90,11,3,0,0,393,67,10,18,23,13,4,0,0,0,135,0,7,13,17,9,0,0,0,0,46,3,3,0,3,5,0,0,0,0,14,4,12,30,23,27,0,0,0,0,96,9,8,15,26,18,3,0,0,0,79,0,9,28,41,4,6,0,0,0,88,3,7,23,22,13,6,0,0,0,74,0,16,47,61,38,12,4,0,0,178,3,15,65,146,98,20,3,0,0,350,17,32,60,186,121,32,0,0,0,448,6,3,4,16,5,0,0,0,0,34,9,10,21,21,10,5,0,0,0,76
POA6174,53,50,112,154,124,72,9,3,0,577,0,0,0,0,3,3,0,0,0,6,0,3,3,4,3,0,0,0,0,13,0,3,4,11,6,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,0,3,3,3,5,3,0,0,0,17,0,0,0,3,4,0,0,0,0,7,14,8,18,5,17,4,0,0,0,66,4,6,4,8,3,3,4,0,0,32,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,11,3,0,0,0,3,3,0,0,0,9,3,3,4,6,5,3,0,0,0,24,0,3,3,3,8,3,0,0,0,20,0,0,0,7,9,4,0,0,0,20,0,0,3,29,18,10,0,0,0,60,0,4,16,18,25,9,0,0,0,72,4,3,0,0,0,0,0,0,0,7,3,3,3,5,6,0,3,0,0,23
POA6175,70,48,150,230,199,89,13,0,0,799,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,15,0,0,8,13,4,3,4,0,0,32,0,0,0,4,0,0,0,0,0,4,3,4,7,8,14,4,0,0,0,40,0,0,4,3,4,0,0,0,0,11,23,7,16,22,17,6,0,0,0,91,20,4,3,10,3,3,0,0,0,43,0,0,3,4,3,0,0,0,0,10,0,0,3,3,0,0,0,0,0,6,0,3,3,6,4,3,0,0,0,19,4,3,3,3,7,3,0,0,0,23,3,6,8,9,5,0,0,0,0,31,0,3,6,7,6,3,0,0,0,25,0,0,11,9,3,7,0,0,0,30,0,0,16,48,40,8,0,0,0,112,7,8,26,28,31,21,5,0,0,126,0,0,3,3,3,3,0,0,0,12,0,0,4,6,5,0,0,0,0,15
POA6176,15,21,15,32,60,36,21,0,0,200,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,13,4,3,3,3,4,0,0,0,30,4,0,0,3,0,5,0,0,0,12,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,0,0,0,3,5,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,8,3,8,0,0,0,23,0,0,0,0,13,10,0,3,0,26,0,3,0,3,0,0,0,0,0,6,4,0,0,3,3,0,0,0,0,10
POA6180,55,108,234,206,156,106,17,0,0,882,0,0,3,0,0,0,0,0,0,3,0,3,4,9,5,0,0,0,0,21,5,3,11,11,9,0,0,0,0,39,0,0,0,3,0,0,0,0,0,3,3,5,4,9,3,3,0,0,0,27,0,4,4,3,0,0,0,0,0,11,16,21,23,16,20,7,3,0,0,106,19,8,10,14,9,0,4,0,0,64,0,0,6,3,5,0,0,0,0,14,0,3,6,0,0,0,0,0,0,9,3,5,12,8,0,3,0,0,0,31,0,0,7,0,6,8,0,0,0,21,0,7,11,11,8,8,0,0,0,45,3,3,6,9,3,6,0,0,0,30,3,4,15,9,11,3,3,0,0,48,0,3,14,19,30,14,0,0,0,80,3,13,18,42,40,24,0,0,0,140,0,4,0,0,0,0,5,0,0,9,3,5,8,8,7,0,0,0,0,31
POA6181,15,19,13,27,58,18,0,0,0,150,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,8,0,4,5,0,0,0,0,20,3,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,3,3,0,3,0,0,0,0,9,0,0,0,3,3,3,0,0,0,9,0,0,0,8,4,3,0,0,0,15,0,3,0,0,11,4,0,0,0,18,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,31,17,38,81,70,59,18,0,0,314,3,3,3,3,0,3,3,3,0,21,3,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,0,3,0,4,0,0,0,10,0,3,0,3,0,0,0,0,0,6,3,3,4,8,6,4,0,0,0,28,4,0,0,4,8,5,0,0,0,21,0,0,3,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,3,7,11,4,3,0,0,28,0,0,0,8,9,6,4,0,0,27,0,0,3,3,0,0,0,0,0,6,0,4,5,0,8,0,0,0,0,17
POA6208,147,168,378,448,485,377,109,15,3,2130,3,3,5,6,12,7,8,3,0,47,0,9,9,12,19,0,0,0,0,49,7,3,22,20,24,13,0,0,0,89,0,0,0,5,0,0,0,0,0,5,0,7,11,19,17,9,0,0,0,63,5,5,3,6,8,6,4,0,0,37,36,33,47,48,60,38,3,0,0,265,35,18,22,40,20,20,4,0,0,159,4,0,0,4,15,6,5,0,0,34,0,0,4,4,0,3,0,0,0,11,0,0,10,9,4,5,0,0,0,28,0,5,7,6,17,8,3,0,0,46,0,8,10,10,17,16,3,0,0,64,0,3,11,14,15,9,4,0,0,56,6,3,13,21,29,20,0,0,0,92,0,3,26,69,44,39,3,0,0,184,8,18,31,49,89,55,7,3,0,260,0,6,6,7,7,8,0,0,0,34,8,10,13,9,8,11,0,0,0,59
POA6209,34,23,49,71,117,101,19,0,0,414,0,0,0,3,3,3,0,0,0,9,0,0,0,4,0,0,0,0,0,4,0,4,0,3,8,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,5,0,0,0,23,0,0,0,0,0,3,0,0,0,3,5,11,6,5,11,14,3,0,0,55,7,6,0,3,15,6,0,0,0,37,0,0,0,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,9,8,0,0,0,0,17,0,0,5,0,0,11,0,0,0,16,4,3,0,3,0,3,0,0,0,13,3,0,0,12,16,9,0,0,0,40,3,3,3,11,22,10,3,0,0,55,0,0,3,3,0,3,0,0,0,9,3,0,0,3,7,3,0,3,0,19
POA6210,915,1238,2328,2759,2968,2183,509,29,5,12934,4,3,9,6,10,11,0,0,0,43,3,31,80,57,60,19,0,0,0,250,33,39,80,108,160,64,17,0,0,501,0,3,8,11,19,3,0,0,0,44,14,33,77,106,124,57,8,0,0,419,9,14,29,29,35,29,7,0,0,152,373,256,277,349,414,256,31,0,0,1956,312,184,139,171,149,92,15,4,0,1066,4,11,20,38,58,44,8,0,0,183,26,12,21,14,23,8,0,0,0,104,3,30,64,56,53,27,0,3,0,236,8,40,51,60,84,61,14,0,0,318,10,38,80,110,102,65,14,3,4,426,15,40,65,97,103,65,15,0,0,400,15,42,86,137,191,81,13,0,0,565,13,63,201,357,456,236,30,0,0,1356,71,132,283,447,669,432,56,3,0,2093,16,15,27,28,24,25,11,0,0,146,60,60,68,79,85,59,13,0,0,424
POA6211,97,70,195,327,277,230,68,0,0,1264,0,0,0,0,3,3,0,0,0,6,0,3,6,16,0,3,0,0,0,28,4,3,6,13,14,9,0,0,0,49,0,3,0,3,0,0,0,0,0,6,3,3,12,18,11,6,3,0,0,56,0,0,5,5,3,3,0,0,0,16,39,14,26,33,29,21,0,0,0,162,32,6,18,23,21,10,0,0,0,110,3,3,3,3,3,3,0,0,0,18,0,0,0,0,0,3,0,0,0,3,0,0,3,9,8,5,0,0,0,25,3,0,3,3,4,11,0,0,0,24,5,4,9,14,12,13,6,0,0,63,0,3,4,7,12,5,0,0,0,31,0,0,3,20,12,8,0,0,0,43,0,6,14,46,52,27,0,0,0,145,4,5,27,34,55,30,10,0,0,165,0,0,0,4,3,3,0,0,0,10,6,3,7,12,5,9,0,0,0,42
POA6213,18,11,23,37,49,45,7,3,3,196,0,0,3,0,0,0,0,0,0,3,0,3,5,3,5,0,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,9,0,4,0,0,20,3,5,3,6,11,4,0,0,0,32,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,0,11,5,0,0,0,19,0,0,5,3,4,4,0,0,0,16,0,0,0,3,8,5,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,5
POA6214,4,4,17,30,16,15,9,0,0,95,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,10,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
POA6215,60,73,131,190,214,177,30,6,0,881,0,0,0,7,12,5,0,3,0,27,0,4,6,4,5,3,0,0,0,22,8,0,10,14,13,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,4,0,4,12,4,3,0,0,0,27,0,0,3,3,0,3,0,0,0,9,15,12,5,12,24,8,0,0,0,76,7,3,11,9,9,8,0,0,0,47,0,3,3,0,7,6,0,0,0,19,0,4,0,0,0,0,0,0,0,4,0,0,3,3,4,3,3,0,0,16,3,3,0,3,3,0,0,0,0,12,0,5,8,3,3,3,0,0,0,22,0,3,0,5,9,7,0,0,0,24,0,0,6,9,10,0,4,0,0,29,0,9,11,16,23,18,0,0,0,77,11,3,15,30,36,35,0,0,0,130,0,0,0,5,5,3,0,0,0,13,6,0,7,8,5,3,0,0,0,29
POA6218,4,12,13,23,24,9,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
POA6220,88,89,188,262,282,208,60,14,4,1195,4,0,15,16,15,20,17,0,0,87,0,0,0,3,0,0,0,0,0,3,10,22,33,21,27,7,3,0,0,123,0,0,3,0,0,0,0,0,0,3,0,3,0,7,6,3,0,0,0,19,3,0,3,0,3,3,0,0,0,12,30,7,9,30,25,12,3,3,0,119,14,9,5,14,16,12,0,0,0,70,0,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,0,0,16,0,0,5,3,0,0,0,0,0,8,0,0,5,6,6,0,0,0,0,17,0,4,3,3,7,3,0,0,0,20,3,6,10,8,13,6,0,0,0,46,4,7,12,43,42,26,3,0,0,137,5,9,16,33,42,27,0,0,0,132,0,0,0,3,13,0,0,0,0,16,8,0,3,5,4,0,0,0,0,20
POA6221,15,3,29,31,22,16,4,3,0,123,0,0,0,8,7,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,12,0,3,0,3,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,3,3,3,3,0,3,0,0,15,0,0,0,7,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,13,22,46,61,79,41,17,6,0,285,0,3,0,4,3,3,4,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,5,3,4,0,0,0,0,12,0,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,13,5,6,5,8,6,0,0,0,43,6,0,3,4,5,3,0,0,0,21,0,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,0,0,5,4,0,0,0,0,9,0,0,3,9,7,3,0,0,0,22,3,3,7,12,7,9,3,0,0,44,0,0,0,0,0,3,0,0,0,3,0,6,0,3,3,0,0,0,0,12
POA6225,186,211,489,547,632,415,65,7,4,2556,0,0,3,3,6,3,3,3,0,21,3,5,5,14,10,3,0,0,0,40,7,11,18,25,8,3,0,0,0,72,3,0,10,15,5,3,0,0,0,36,3,8,10,16,22,3,0,0,0,62,0,0,0,0,5,3,0,0,0,8,64,28,46,59,63,30,4,0,0,294,41,19,36,43,44,16,4,0,0,203,0,0,11,8,10,4,5,0,0,38,3,0,0,3,3,6,0,0,0,15,0,11,5,4,8,4,0,0,0,32,5,0,5,5,4,5,0,0,0,24,0,5,7,6,9,3,3,0,0,33,0,10,9,20,15,5,3,0,0,62,3,4,9,21,25,16,3,0,0,81,0,7,24,73,76,31,4,0,0,215,8,18,35,62,72,70,6,0,0,271,0,0,0,3,0,3,0,0,0,6,9,5,15,14,12,4,0,0,0,59
